hotel,is_canceled,lead_time,adr,stays_total_nights,stay_length,booking_changes_cat,days_in_waiting_list_cat,customer_fidelity,lead_time_cat,adr_cat,adults,children,babies,total_guests,arrival_year,arrival_month,arrival_day,arrival_month_index,arrival_ym,market_segment,deposit_type,country,motivation,reserved_room_type,customer_type,agent,company
Resort Hotel,1,46,26.1,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Offline TA/TO,No Deposit,PRT,work+rest,A,Transient,115,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,0,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,ESP,work+rest,A,Transient-Party,38,NULL
Resort Hotel,0,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,ESP,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,0,113,55.92,3,middle,little,none,normal,1-2-months,low,3,0,0,3,2015,December,5,12,2015-12,Offline TA/TO,No Deposit,ESP,work+rest,A,Contract,314,NULL
Resort Hotel,0,59,68.45,3,middle,little,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Online TA,No Deposit,ESP,work+rest,A,Transient,240,NULL
Resort Hotel,0,59,68.45,3,middle,little,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Online TA,No Deposit,ESP,work+rest,A,Transient,240,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,58,22.5,3,middle,none,none,normal,<1-month,low,1,0,0,1,2015,December,5,12,2015-12,Offline TA/TO,No Deposit,PRT,work+rest,A,Transient,261,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,0,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,0,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,ESP,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,0,33,109,3,middle,none,none,normal,<1-month,normal,2,0,0,2,2015,December,5,12,2015-12,Direct,No Deposit,ESP,work+rest,F,Transient,250,NULL
Resort Hotel,0,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,ESP,work+rest,A,Transient-Party,38,NULL
Resort Hotel,0,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,ESP,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,149,68,3,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,5,12,2015-12,Groups,Non Refund,PRT,work+rest,A,Transient,38,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,1,44,70,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,134,NULL
Resort Hotel,0,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,ESP,work+rest,A,Transient-Party,38,NULL
Resort Hotel,0,45,91.8,3,middle,little,none,normal,<1-month,normal,3,0,0,3,2015,December,5,12,2015-12,Groups,No Deposit,ESP,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,45,68,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Groups,No Deposit,PRT,work+rest,A,Transient-Party,38,NULL
Resort Hotel,1,54,36.45,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,5,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,39,63.72,2,short,none,none,normal,<1-month,low,2,0,0,2,2015,December,6,12,2015-12,Offline TA/TO,No Deposit,ESP,weekend,E,Transient,175,NULL
Resort Hotel,1,81,41.4,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,D,Transient,240,NULL
Resort Hotel,1,81,41.4,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,D,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,68,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,41.4,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,D,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,40.5,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,81,41.4,3,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,PRT,work+rest,D,Transient,240,NULL
Resort Hotel,0,31,65.7,4,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,6,12,2015-12,Online TA,No Deposit,GBR,work+rest,E,Transient,240,NULL
Resort Hotel,0,35,45,1,short,none,none,normal,<1-month,low,2,0,0,2,2015,December,7,12,2015-12,Offline TA/TO,No Deposit,POL,weekend,E,Transient,8,NULL
Resort Hotel,1,49,39.96,2,short,none,none,normal,<1-month,low,2,0,0,2,2015,December,7,12,2015-12,Offline TA/TO,No Deposit,PRT,work+rest,D,Transient,36,NULL
Resort Hotel,1,35,44.49,7,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,7,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,25,44.49,7,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,7,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,183,44.5,28,long,none,none,normal,>6-months,low,2,0,0,2,2015,December,8,12,2015-12,Online TA,No Deposit,GBR,rest,E,Transient,241,NULL
Resort Hotel,0,192,32.4,1,short,little,none,normal,>6-months,low,2,0,0,2,2015,December,10,12,2015-12,Online TA,No Deposit,ZAF,work,A,Transient,240,NULL
Resort Hotel,0,29,26.1,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,10,12,2015-12,Offline TA/TO,No Deposit,GBR,work,A,Transient-Party,115,NULL
Resort Hotel,0,29,26.1,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,10,12,2015-12,Offline TA/TO,No Deposit,GBR,work,A,Transient-Party,115,NULL
Resort Hotel,0,29,26.1,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,10,12,2015-12,Offline TA/TO,No Deposit,GBR,work,A,Transient-Party,115,NULL
Resort Hotel,0,66,50.93,7,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,10,12,2015-12,Offline TA/TO,No Deposit,GBR,work+rest,A,Transient,115,NULL
Resort Hotel,0,29,26.1,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,10,12,2015-12,Offline TA/TO,No Deposit,GBR,work,A,Transient-Party,115,NULL
Resort Hotel,0,29,26.1,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,10,12,2015-12,Offline TA/TO,No Deposit,GBR,work,A,Transient-Party,115,NULL
Resort Hotel,0,126,24.95,4,middle,none,none,normal,2-6-months,low,2,0,0,2,2015,December,11,12,2015-12,Online TA,No Deposit,GBR,work+rest,A,Transient,241,NULL
Resort Hotel,0,56,58.7,5,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,11,12,2015-12,Online TA,No Deposit,IRL,work+rest,E,Transient,240,NULL
Resort Hotel,0,66,56.7,7,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,12,12,2015-12,Offline TA/TO,No Deposit,GBR,work+rest,D,Transient,115,NULL
Resort Hotel,0,194,28.33,7,long,none,none,normal,>6-months,low,2,0,0,2,2015,December,12,12,2015-12,Online TA,No Deposit,GBR,work+rest,A,Transient,241,NULL
Resort Hotel,1,149,31.12,19,long,none,none,normal,2-6-months,low,1,0,0,1,2015,December,13,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,240,NULL
Resort Hotel,0,70,21.37,3,middle,none,none,normal,1-2-months,low,1,0,0,1,2015,December,14,12,2015-12,Offline TA/TO,No Deposit,GBR,work+rest,A,Transient,156,NULL
Resort Hotel,1,33,46.4,3,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,14,12,2015-12,Online TA,No Deposit,PRT,work+rest,D,Transient,240,NULL
Resort Hotel,0,103,26.95,5,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,14,12,2015-12,Online TA,No Deposit,GBR,work+rest,A,Transient,241,NULL
Resort Hotel,0,50,25,1,short,little,none,normal,<1-month,low,1,0,0,1,2015,December,17,12,2015-12,Offline TA/TO,No Deposit,ESP,work,A,Transient,196,NULL
Resort Hotel,0,44,29,1,short,none,none,normal,<1-month,low,2,0,0,2,2015,December,17,12,2015-12,Offline TA/TO,No Deposit,PRT,work,A,Transient,6,NULL
Resort Hotel,0,261,38.7,9,long,none,none,normal,>6-months,low,2,0,0,2,2015,December,17,12,2015-12,Online TA,No Deposit,GBR,rest,D,Transient,240,NULL
Resort Hotel,1,125,46.16,10,long,none,none,normal,2-6-months,low,2,0,0,2,2015,December,17,12,2015-12,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,0,52,37.3,10,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,17,12,2015-12,Offline TA/TO,No Deposit,GBR,rest,D,Transient,115,NULL
Resort Hotel,0,49,45.33,19,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,17,12,2015-12,Offline TA/TO,No Deposit,DEU,rest,E,Transient,177,NULL
Resort Hotel,1,58,51.99,19,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,17,12,2015-12,Offline TA/TO,No Deposit,PRT,rest,E,Transient,314,NULL
Resort Hotel,0,60,56.7,1,short,little,none,normal,<1-month,low,2,0,0,2,2015,December,18,12,2015-12,Online TA,No Deposit,PRT,work,E,Transient,240,NULL
Resort Hotel,0,45,47,4,middle,little,none,normal,<1-month,low,2,0,0,2,2015,December,18,12,2015-12,Offline TA/TO,No Deposit,ITA,work+rest,A,Transient,8,NULL
Resort Hotel,0,86,56.4,5,middle,little,none,normal,1-2-months,low,2,0,0,2,2015,December,18,12,2015-12,Online TA,No Deposit,FIN,work+rest,E,Transient,240,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,1,93,80,1,short,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Groups,Non Refund,PRT,work,A,Transient,NULL,NULL
Resort Hotel,0,39,46.4,3,middle,little,none,normal,<1-month,low,2,0,0,2,2015,December,19,12,2015-12,Online TA,No Deposit,KOR,work+rest,D,Transient,240,NULL
Resort Hotel,0,88,40.5,4,middle,none,none,normal,1-2-months,low,2,0,0,2,2015,December,19,12,2015-12,Offline TA/TO,No Deposit,GBR,work+rest,E,Transient,177,NULL
Resort Hotel,1,113,66,4,middle,little,none,normal,1-2-months,low,2,0,1,3,2015,December,19,12,2015-12,Online TA,No Deposit,PRT,familiy,A,Transient,240,NULL
Resort Hotel,1,118,50.33,13,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,1,260,33.58,13,long,none,none,normal,>6-months,low,1,0,0,1,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,240,NULL
Resort Hotel,1,216,40.29,13,long,none,none,normal,>6-months,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,240,NULL
Resort Hotel,1,169,36.26,13,long,none,none,normal,2-6-months,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,240,NULL
Resort Hotel,1,216,44.77,13,long,none,none,normal,>6-months,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,240,NULL
Resort Hotel,1,169,36.26,13,long,none,none,normal,2-6-months,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,240,NULL
Resort Hotel,1,260,47.54,13,long,none,none,normal,>6-months,low,1,0,0,1,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,0,48,48,4,middle,none,none,normal,<1-month,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,113,32.4,7,long,little,none,normal,1-2-months,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,1,113,32.4,7,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,20,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,126,58.52,6,long,none,none,normal,2-6-months,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,GBR,work+rest,A,Transient,147,NULL
Resort Hotel,0,67,58.5,6,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,21,12,2015-12,Offline TA/TO,No Deposit,GBR,work+rest,A,Transient,6,NULL
Resort Hotel,1,209,54,7,long,none,none,normal,>6-months,low,2,0,0,2,2015,December,21,12,2015-12,Offline TA/TO,No Deposit,PRT,work+rest,D,Contract,314,NULL
Resort Hotel,0,49,46.27,8,long,none,none,normal,<1-month,low,1,0,0,1,2015,December,21,12,2015-12,Online TA,No Deposit,CN,package,E,Transient,241,NULL
Resort Hotel,1,94,31.88,9,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,rest,D,Transient,241,NULL
Resort Hotel,1,94,31.18,9,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,241,NULL
Resort Hotel,1,39,50.77,9,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,1,94,31.88,9,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,rest,D,Transient,241,NULL
Resort Hotel,1,39,50.77,9,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,rest,D,Transient,240,NULL
Resort Hotel,1,94,31.18,9,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,rest,A,Transient,241,NULL
Resort Hotel,1,94,38.81,9,long,none,none,normal,1-2-months,low,2,2,0,4,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,familiy,C,Transient,241,NULL
Resort Hotel,0,119,24.95,7,long,none,none,normal,1-2-months,low,2,0,0,2,2015,December,21,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,241,NULL
Resort Hotel,1,3,110.75,4,middle,none,none,normal,<1-month,normal,3,1,0,4,2015,December,22,12,2015-12,Online TA,No Deposit,PRT,familiy,H,Transient,240,NULL
Resort Hotel,1,57,54.68,5,middle,none,none,normal,<1-month,low,3,0,0,3,2015,December,22,12,2015-12,Offline TA/TO,No Deposit,PRT,work,E,Transient,6,NULL
Resort Hotel,0,54,85,5,middle,none,none,normal,<1-month,normal,3,0,0,3,2015,December,22,12,2015-12,Offline TA/TO,No Deposit,ESP,work,E,Transient,196,NULL
Resort Hotel,1,43,39,6,long,none,none,normal,<1-month,low,1,0,0,1,2015,December,22,12,2015-12,Online TA,No Deposit,PRT,work+rest,A,Transient,240,NULL
Resort Hotel,0,60,36,7,long,none,none,normal,<1-month,low,2,0,0,2,2015,December,22,12,2015-12,Direct,No Deposit,GBR,work+rest,A,Transient,250,NULL
Resort Hotel,0,131,64.14,7,long,little,none,normal,2-6-months,low,2,0,0,2,2015,December,22,12,2015-12,Offline TA/TO,No Deposit,IRL,work+rest,A,Transient-Party,314,NULL
